q_id,web_list
5561,"[1705, 1704, 11, 409, 1513]"
5562,"[937, 1040, 175, 1025, 159]"
5563,"[220, 1705, 1704, 409, 1129]"
5564,"[1704, 1705, 1769, 1064, 1567]"
5565,"[801, 1123, 47, 314, 1134]"
5566,"[1029, 165, 1040, 1037, 1705]"
5567,"[1030, 1033, 937, 1705, 1704]"
5568,"[1705, 1704, 868, 11, 18]"
5569,"[313, 1115, 1313, 1064, 868]"
5570,"[374, 1065, 762, 1127, 1728]"
5571,"[1705, 1704, 341, 1567, 89]"
5572,"[409, 11, 1705, 1704, 220]"
5573,"[1705, 1704, 1064, 409, 1527]"
5574,"[1705, 1704, 1753, 1030, 1034]"
5575,"[925, 165, 1045, 1044, 1043]"
5576,"[1704, 1705, 1068, 289, 1907]"
5577,"[1705, 1704, 11, 1513, 1772]"
5578,"[409, 1319, 1527, 1896, 1567]"
5579,"[1705, 1704, 1578, 1760, 1772]"
5580,"[1064, 1910, 1924, 1588, 478]"
5581,"[1753, 1704, 272, 361, 333]"
5582,"[1753, 1705, 1704, 938, 359]"
5583,"[1567, 1246, 1750, 1705, 1704]"
5584,"[1705, 1704, 1030, 175, 1753]"
5585,"[1705, 1704, 1064, 1627, 1905]"
5586,"[935, 937, 1040, 1029, 165]"
5587,"[1705, 1704, 409, 1567, 1513]"
5588,"[1066, 1068, 1907, 89, 98]"
5589,"[1705, 1704, 409, 220, 1527]"
5590,"[1907, 98, 1068, 409, 1587]"
5591,"[1029, 935, 165, 1040, 1032]"
5592,"[1026, 959, 1905, 628, 1068]"
5593,"[1627, 1905, 175, 163, 1705]"
5594,"[1705, 1704, 1677, 1001, 1123]"
5595,"[1705, 1704, 1753, 1037, 1041]"
5596,"[1029, 165, 919, 921, 925]"
5597,"[1907, 1040, 1030, 1705, 1615]"
5598,"[1907, 1705, 1704, 165, 1029]"
5599,"[1705, 1704, 220, 1057, 409]"
5600,"[1705, 1704, 11, 409, 1015]"
5601,"[1155, 1705, 1179, 801, 1704]"
5602,"[1068, 773, 289, 335, 165]"
5603,"[1704, 862, 454, 1705, 1297]"
5604,"[1704, 1705, 1071, 1774, 103]"
5605,"[1705, 1704, 277, 1116, 1297]"
5606,"[1753, 1025, 937, 159, 1915]"
5607,"[1910, 1064, 1705, 1704, 163]"
5608,"[1071, 1705, 1704, 1616, 868]"
5609,"[97, 1705, 688, 1025, 937]"
5610,"[1705, 1704, 1071, 1748, 868]"
5611,"[1800, 1803, 1780, 1779, 295]"
5612,"[341, 1066, 1068, 289, 1705]"
5613,"[1070, 175, 291, 676, 43]"
5614,"[1176, 700, 313, 688, 1752]"
5615,"[289, 1746, 170, 1770, 1713]"
5616,"[291, 289, 1068, 454, 1070]"
5617,"[1058, 1057, 1705, 1704, 409]"
5618,"[1057, 277, 618, 836, 1116]"
5619,"[1705, 1704, 440, 1116, 277]"
5620,"[1704, 1705, 440, 346, 1176]"
5621,"[1705, 1704, 1147, 1297, 341]"
5622,"[1705, 1704, 1026, 361, 1649]"
5623,"[1176, 272, 277, 1121, 342]"
5624,"[291, 335, 1070, 1705, 289]"
5625,"[1705, 1704, 1774, 1752, 108]"
5626,"[440, 836, 81, 1705, 1704]"
5627,"[1147, 836, 344, 818, 1190]"
5628,"[344, 1704, 341, 1762, 1758]"
5629,"[1705, 1704, 1067, 289, 1068]"
5630,"[7, 1758, 1760, 575, 564]"
5631,"[165, 289, 292, 1746, 97]"
5632,"[314, 47, 277, 801, 1748]"
5633,"[1907, 344, 1176, 272, 97]"
5634,"[440, 836, 81, 1705, 1704]"
5635,"[1068, 1705, 1704, 782, 773]"
5636,"[1705, 1704, 97, 1672, 938]"
5637,"[440, 836, 1057, 344, 1116]"
5638,"[1705, 1704, 361, 1246, 1513]"
5639,"[341, 1704, 1705, 1297, 334]"
5640,"[60, 98, 878, 1552, 289]"
5641,"[688, 1746, 292, 1654, 669]"
5642,"[1748, 1176, 700, 11, 97]"
5643,"[1705, 1704, 1795, 1116, 45]"
5644,"[1705, 1704, 1916, 1068, 1064]"
5645,"[97, 1028, 409, 96, 1297]"
5646,"[175, 938, 319, 628, 959]"
5647,"[165, 1030, 1040, 1029, 166]"
5648,"[1704, 1797, 102, 1784, 868]"
5649,"[1907, 1704, 698, 1761, 1760]"
5650,"[1779, 1147, 344, 1762, 363]"
5651,"[165, 164, 1064, 1907, 1916]"
5652,"[1705, 1704, 1907, 1761, 1760]"
5653,"[938, 628, 165, 1045, 1044]"
5654,"[1704, 1705, 1068, 1916, 1907]"
5655,"[1705, 1704, 1774, 1713, 289]"
5656,"[1704, 1705, 1753, 1752, 1772]"
5657,"[1570, 1753, 1015, 1877, 1785]"
5658,"[1704, 1705, 1068, 1769, 97]"
5659,"[1026, 1045, 1044, 1043, 1042]"
5660,"[1026, 628, 959, 1705, 1704]"
5661,"[1704, 1705, 971, 361, 441]"
5662,"[175, 1026, 1880, 1753, 923]"
5663,"[1026, 1045, 1044, 1043, 1042]"
5664,"[1029, 1032, 1040, 1030, 165]"
5665,"[1567, 25, 409, 1772, 1063]"
5666,"[1066, 1916, 1032, 1907, 1030]"
5667,"[1704, 1705, 1026, 1054, 1029]"
5668,"[922, 1567, 102, 1527, 960]"
5669,"[1064, 1030, 1043, 289, 868]"
5670,"[1769, 1776, 1757, 1091, 398]"
5671,"[1761, 1760, 1752, 1762, 1758]"
5672,"[1045, 1044, 1043, 1042, 1040]"
5673,"[89, 1761, 1760, 98, 1735]"
5674,"[1907, 175, 1705, 1704, 919]"
5675,"[1704, 1705, 1026, 1160, 919]"
5676,"[1761, 1795, 1760, 1705, 1704]"
5677,"[992, 1131, 1057, 219, 618]"
5678,"[1770, 1028, 1925, 329, 1705]"
5679,"[1118, 97, 404, 574, 606]"
5680,"[1752, 1704, 1705, 773, 97]"
5681,"[7, 11, 1015, 564, 575]"
5682,"[60, 98, 688, 692, 420]"
5683,"[1752, 1705, 1704, 60, 96]"
5684,"[11, 24, 1116, 1567, 1067]"
5685,"[862, 1113, 603, 412, 1001]"
5686,"[1570, 29, 1877, 1015, 1759]"
5687,"[1015, 29, 1877, 1762, 1570]"
5688,"[1705, 1704, 851, 758, 96]"
5689,"[1570, 1015, 1877, 1762, 1758]"
5690,"[1877, 1570, 29, 1015, 1762]"
5691,"[1570, 29, 1015, 1877, 1762]"
5692,"[1028, 313, 1073, 1115, 1925]"
5693,"[1704, 1705, 1752, 83, 303]"
5694,"[688, 98, 175, 96, 669]"
5695,"[1705, 1704, 1578, 1746, 1772]"
5696,"[1015, 836, 1762, 1758, 575]"
5697,"[1705, 1704, 836, 1067, 277]"
5698,"[1015, 1134, 564, 562, 563]"
5699,"[332, 836, 1015, 81, 564]"
5700,"[1910, 1704, 1705, 1746, 1067]"
5701,"[1749, 937, 935, 932, 929]"
5702,"[29, 1015, 1752, 1570, 1243]"
5703,"[1770, 1028, 97, 1705, 1795]"
5704,"[1264, 398, 1265, 1776, 1757]"
5705,"[1704, 1705, 1752, 83, 303]"
5706,"[305, 567, 575, 568, 562]"
5707,"[277, 618, 1748, 7, 1567]"
5708,"[342, 96, 1142, 353, 1071]"
5709,"[642, 1910, 420, 165, 98]"
5710,"[1570, 1877, 1015, 1264, 1785]"
5711,"[277, 7, 1015, 1264, 575]"
5712,"[1015, 29, 11, 7, 47]"
5713,"[1752, 60, 1705, 1704, 420]"
5714,"[29, 1570, 1015, 1877, 1762]"
5715,"[1704, 1766, 481, 1705, 92]"
5716,"[1570, 1752, 1759, 1753, 923]"
5717,"[1570, 29, 1877, 1015, 1759]"
5718,"[1570, 29, 1877, 1015, 1759]"
5719,"[289, 97, 102, 96, 1068]"
5720,"[634, 440, 1134, 165, 124]"
5721,"[97, 102, 1745, 96, 869]"
5722,"[1753, 1752, 165, 1025, 937]"
5723,"[1143, 338, 674, 292, 716]"
5724,"[98, 1028, 1125, 1773, 289]"
5725,"[1704, 1705, 344, 342, 923]"
5726,"[165, 1040, 98, 919, 928]"
5727,"[290, 278, 1029, 1032, 925]"
5728,"[706, 98, 701, 317, 1041]"
5729,"[1028, 313, 1073, 1925, 314]"
5730,"[1753, 1752, 1026, 937, 159]"
5731,"[1030, 1205, 271, 1033, 165]"
5732,"[1753, 1029, 1041, 1030, 925]"
5733,"[1176, 1041, 1822, 710, 1059]"
5734,"[1040, 1037, 1029, 1034, 1026]"
5735,"[1030, 1205, 1041, 1033, 165]"
5736,"[165, 1025, 937, 159, 96]"
5737,"[334, 692, 317, 1068, 1133]"
5738,"[165, 1040, 1041, 937, 1029]"
5739,"[1753, 1705, 1704, 937, 1025]"
5740,"[1026, 1651, 1043, 1037, 938]"
5741,"[165, 1040, 1029, 98, 919]"
5742,"[1264, 440, 411, 1067, 1063]"
5743,"[98, 409, 97, 96, 1037]"
5744,"[165, 1040, 1029, 937, 1041]"
5745,"[361, 1651, 1040, 1049, 706]"
5746,"[170, 1822, 1176, 1815, 1821]"
5747,"[1029, 1030, 1066, 1032, 1037]"
5748,"[170, 937, 165, 925, 1304]"
5749,"[1753, 1705, 1704, 1043, 1651]"
5750,"[165, 175, 1025, 937, 159]"
5751,"[1704, 1705, 361, 1026, 1753]"
5752,"[1156, 361, 1136, 370, 376]"
5753,"[1753, 165, 937, 1705, 1704]"
5754,"[1029, 937, 935, 1041, 165]"
5755,"[937, 165, 159, 1040, 1029]"
5756,"[165, 937, 159, 1025, 1040]"
5757,"[1143, 338, 341, 1653, 716]"
5758,"[1040, 1705, 1141, 1704, 1030]"
5759,"[1049, 1030, 1045, 1042, 1037]"
5760,"[1026, 163, 166, 923, 161]"
5761,"[937, 159, 1041, 165, 1025]"
5762,"[1077, 265, 1053, 361, 1054]"
5763,"[1704, 1705, 1077, 1053, 403]"
5764,"[1704, 1705, 1026, 1052, 1049]"
5765,"[1054, 1026, 1049, 1052, 1030]"
5766,"[1753, 1026, 1025, 175, 1014]"
5767,"[165, 1025, 937, 159, 1202]"
5768,"[1704, 1705, 1049, 1052, 211]"
5769,"[737, 719, 928, 153, 271]"
5770,"[1704, 1705, 1029, 1040, 1041]"
5771,"[1029, 211, 1052, 1037, 1026]"
5772,"[1025, 937, 159, 1041, 1749]"
5773,"[213, 728, 985, 984, 983]"
5774,"[1704, 1054, 1042, 1297, 408]"
5775,"[1704, 1705, 1050, 83, 1054]"
5776,"[317, 1133, 902, 1301, 1202]"
5777,"[1705, 361, 1704, 1344, 985]"
5778,"[1753, 1026, 1029, 163, 165]"
5779,"[1776, 1757, 1753, 83, 1915]"
5780,"[1049, 1054, 1030, 1060, 1047]"
5781,"[1052, 1049, 1026, 620, 470]"
5782,"[211, 979, 1042, 985, 984]"
5783,"[1150, 1651, 1254, 1079, 1110]"
5784,"[1037, 1029, 410, 1202, 719]"
5785,"[1705, 395, 1014, 918, 1704]"
5786,"[1705, 1704, 856, 108, 1794]"
5787,"[1052, 1049, 211, 1705, 1704]"
5788,"[1047, 306, 1084, 1052, 1049]"
5789,"[1053, 1753, 213, 1651, 219]"
5790,"[1704, 1705, 1916, 1032, 1037]"
5791,"[1026, 1704, 1042, 1052, 1705]"
5792,"[1061, 223, 255, 219, 1154]"
5793,"[1704, 1705, 1270, 1014, 761]"
5794,"[165, 1705, 1704, 1014, 1299]"
5795,"[1037, 1297, 1030, 1916, 410]"
5796,"[1026, 1014, 721, 1154, 165]"
5797,"[175, 1014, 1704, 1705, 1916]"
5798,"[1704, 1705, 165, 1297, 603]"
5799,"[1704, 1705, 1026, 1029, 1054]"
5800,"[98, 938, 175, 1299, 28]"
5801,"[1148, 1045, 1039, 283, 1042]"
5802,"[1038, 1154, 721, 1037, 1933]"
5803,"[1026, 1704, 1705, 1054, 1014]"
5804,"[1132, 328, 1136, 325, 327]"
5805,"[175, 979, 985, 984, 983]"
5806,"[1042, 1704, 1026, 1705, 1030]"
5807,"[618, 285, 7, 1748, 32]"
5808,"[979, 175, 164, 1025, 937]"
5809,"[1025, 937, 159, 1705, 1704]"
5810,"[1054, 1042, 1026, 1045, 1030]"
5811,"[1043, 175, 1026, 1705, 1704]"
5812,"[361, 1133, 1704, 1054, 362]"
5813,"[1705, 1704, 1014, 979, 915]"
5814,"[1704, 1705, 1026, 1054, 1045]"
5815,"[769, 767, 766, 764, 763]"
5816,"[211, 1042, 1049, 985, 984]"
5817,"[327, 1037, 1042, 1045, 219]"
5818,"[1029, 928, 1049, 165, 919]"
5819,"[1705, 1704, 868, 1748, 618]"
5820,"[1704, 1705, 1032, 1758, 1761]"
5821,"[1704, 1705, 1042, 327, 1030]"
5822,"[1049, 1037, 1704, 1705, 139]"
5823,"[265, 341, 395, 1133, 692]"
5824,"[1125, 1133, 1037, 108, 603]"
5825,"[1042, 1030, 1705, 1704, 1045]"
5826,"[1026, 1054, 1014, 1154, 1061]"
5827,"[1042, 1026, 1030, 1052, 1054]"
5828,"[773, 1705, 1704, 782, 175]"
5829,"[1705, 1704, 377, 1049, 362]"
5830,"[1705, 1704, 1032, 1029, 1040]"
5831,"[1026, 1705, 1704, 1014, 1029]"
5832,"[1704, 1705, 1026, 1054, 1038]"
5833,"[1029, 1038, 721, 1037, 1045]"
5834,"[1040, 165, 1029, 937, 159]"
5835,"[1042, 1054, 1032, 1030, 1704]"
5836,"[1077, 1812, 1811, 1820, 1819]"
5837,"[211, 985, 984, 983, 982]"
5838,"[410, 1202, 1025, 937, 159]"
5839,"[1125, 1131, 1705, 1704, 83]"
5840,"[1704, 1705, 1049, 1649, 362]"
5841,"[1753, 1752, 1761, 1760, 922]"
5842,"[1705, 1704, 1706, 1821, 703]"
5843,"[1066, 1032, 1916, 1705, 1704]"
5844,"[1066, 410, 1202, 1041, 1037]"
5845,"[1040, 165, 1029, 1041, 163]"
5846,"[1029, 937, 159, 1041, 1040]"
5847,"[1704, 1705, 1609, 1870, 1824]"
5848,"[1753, 1029, 1049, 1705, 1030]"
5849,"[1753, 1749, 89, 1752, 625]"
5850,"[1705, 1704, 1776, 1757, 481]"
5851,"[935, 175, 938, 163, 165]"
5852,"[1916, 321, 1526, 1064, 1588]"
5853,"[1066, 1916, 1029, 1032, 1705]"
5854,"[1704, 1705, 1870, 1824, 79]"
5855,"[1915, 1753, 211, 1041, 935]"
5856,"[1704, 1705, 1916, 165, 1030]"
5857,"[211, 1052, 1049, 985, 984]"
5858,"[1705, 1704, 1916, 257, 323]"
5859,"[1049, 1030, 1045, 1026, 1916]"
5860,"[1041, 1037, 1040, 1066, 1029]"
5861,"[1753, 1915, 1025, 937, 159]"
5862,"[1704, 1705, 1609, 1874, 1870]"
5863,"[1705, 1704, 1021, 380, 1651]"
5864,"[1753, 1915, 1025, 937, 159]"
5865,"[1705, 1704, 985, 984, 983]"
5866,"[1297, 1705, 1704, 1826, 362]"
5867,"[1916, 1029, 1066, 1037, 1030]"
5868,"[1705, 1704, 1609, 1076, 1777]"
5869,"[1029, 1040, 1037, 1066, 163]"
5870,"[1030, 1029, 1916, 935, 165]"
5871,"[1705, 1704, 1916, 1030, 1202]"
5872,"[211, 985, 984, 983, 982]"
5873,"[757, 769, 767, 766, 764]"
5874,"[1753, 1776, 1757, 481, 935]"
5875,"[1705, 1704, 1759, 1752, 481]"
5876,"[1916, 1041, 211, 175, 1202]"
5877,"[1705, 1704, 1916, 410, 1202]"
5878,"[1752, 937, 1029, 1032, 1025]"
5879,"[1066, 1032, 1916, 1907, 124]"
5880,"[1705, 1704, 915, 928, 1014]"
5881,"[1705, 1704, 352, 353, 201]"
5882,"[220, 1015, 409, 1705, 1704]"
5883,"[1705, 1704, 1154, 979, 976]"
5884,"[1704, 868, 1705, 18, 382]"
5885,"[1704, 1705, 1753, 165, 163]"
5886,"[1705, 164, 162, 1672, 925]"
5887,"[1015, 1758, 1705, 1704, 1762]"
5888,"[1705, 1704, 349, 153, 352]"
5889,"[1029, 1753, 1030, 1025, 937]"
5890,"[1704, 1705, 1030, 1907, 937]"
5891,"[1705, 1704, 1001, 1760, 1761]"
5892,"[1705, 1704, 1760, 1015, 1761]"
5893,"[1705, 1704, 353, 999, 352]"
5894,"[175, 1030, 1907, 215, 1050]"
5895,"[1015, 1758, 1760, 7, 1762]"
5896,"[1705, 1704, 164, 1025, 937]"
5897,"[1041, 211, 1037, 985, 984]"
5898,"[1705, 1704, 220, 1015, 409]"
5899,"[1705, 1704, 175, 165, 920]"
5900,"[1704, 1705, 1753, 1034, 1029]"
5901,"[1704, 1705, 721, 349, 1001]"
5902,"[1001, 1705, 1704, 409, 276]"
5903,"[1705, 1704, 1881, 1760, 1761]"
5904,"[1030, 1704, 1705, 1032, 1907]"
5905,"[1704, 1705, 1760, 1761, 1758]"
5906,"[1705, 1704, 979, 211, 213]"
5907,"[1704, 1705, 925, 1752, 168]"
5908,"[1035, 119, 1124, 878, 292]"
5909,"[1030, 1045, 1050, 1917, 965]"
5910,"[1704, 1705, 1029, 1041, 1040]"
5911,"[1705, 1704, 165, 1040, 1029]"
5912,"[1705, 1704, 206, 211, 978]"
5913,"[1705, 1704, 149, 213, 915]"
5914,"[1705, 1704, 1030, 937, 165]"
5915,"[1704, 1705, 163, 175, 921]"
5916,"[1704, 1705, 164, 161, 175]"
5917,"[1705, 1704, 211, 366, 1014]"
5918,"[1704, 1705, 1672, 928, 919]"
5919,"[937, 1753, 935, 1041, 165]"
5920,"[1705, 1704, 1029, 1753, 1041]"
5921,"[1753, 481, 211, 1776, 1757]"
5922,"[1758, 967, 969, 1001, 1050]"
5923,"[1704, 1705, 273, 139, 350]"
5924,"[1704, 1705, 1077, 692, 851]"
5925,"[1054, 1085, 1148, 441, 283]"
5926,"[1704, 1705, 1054, 1513, 1772]"
5927,"[1042, 1344, 1030, 952, 165]"
5928,"[7, 618, 1297, 606, 984]"
5929,"[1705, 1704, 1052, 1049, 724]"
5930,"[1704, 1705, 1045, 1488, 1915]"
5931,"[1054, 1093, 1085, 1094, 1704]"
5932,"[1042, 1037, 1029, 1753, 1054]"
5933,"[1705, 1704, 1026, 1029, 165]"
5934,"[868, 1748, 1028, 1705, 1704]"
5935,"[1026, 1705, 1704, 1054, 1042]"
5936,"[1015, 1776, 1757, 1769, 102]"
5937,"[1202, 410, 165, 1049, 1041]"
5938,"[361, 1014, 1705, 1704, 1026]"
5939,"[1054, 1705, 1704, 1038, 1297]"
5940,"[1704, 1705, 1916, 967, 257]"
5941,"[1042, 1032, 1030, 1040, 388]"
5942,"[1030, 1488, 1029, 1026, 410]"
5943,"[1704, 1705, 1054, 1030, 1026]"
5944,"[1753, 1704, 1025, 937, 159]"
5945,"[1753, 935, 163, 165, 1029]"
5946,"[1029, 1753, 163, 937, 159]"
5947,"[1705, 1704, 7, 1001, 128]"
5948,"[1705, 1704, 1045, 1030, 1154]"
5949,"[1705, 1704, 1026, 1651, 1014]"
5950,"[1705, 1704, 1029, 410, 1202]"
5951,"[1030, 1026, 1753, 1042, 1029]"
5952,"[1705, 1704, 1026, 1753, 1001]"
5953,"[1029, 1042, 1026, 1704, 1915]"
5954,"[1037, 165, 289, 1040, 1902]"
5955,"[1753, 1026, 1672, 1705, 1704]"
5956,"[1705, 1704, 1753, 395, 361]"
5957,"[361, 395, 1133, 1136, 370]"
5958,"[1029, 1125, 1028, 1037, 1916]"
5959,"[1705, 1704, 1915, 410, 1202]"
5960,"[1704, 1705, 1762, 1758, 1761]"
5961,"[361, 1132, 1133, 1136, 377]"
5962,"[272, 1063, 16, 1567, 562]"
5963,"[1026, 1052, 1042, 1049, 1704]"
5964,"[1704, 1705, 395, 361, 1649]"
5965,"[1133, 361, 333, 370, 1125]"
5966,"[1077, 789, 1704, 1705, 481]"
5967,"[1029, 1043, 1202, 410, 164]"
5968,"[979, 1705, 1704, 175, 1488]"
5969,"[1704, 1705, 1029, 1014, 1042]"
5970,"[154, 175, 1672, 139, 138]"
5971,"[1042, 1030, 164, 1029, 1705]"
5972,"[1705, 1704, 1915, 692, 1495]"
5973,"[1704, 1705, 108, 1014, 1753]"
5974,"[1026, 1704, 1705, 1014, 1753]"
5975,"[1705, 1704, 1029, 1014, 1753]"
5976,"[1705, 163, 349, 175, 886]"
5977,"[108, 334, 1721, 1753, 1756]"
5978,"[979, 1014, 1705, 1704, 175]"
5979,"[1029, 1042, 1014, 979, 164]"
5980,"[334, 377, 1704, 108, 1705]"
5981,"[1705, 1704, 361, 1026, 1772]"
5982,"[175, 985, 984, 983, 982]"
5983,"[1753, 1029, 163, 928, 165]"
5984,"[1705, 1704, 175, 1304, 1721]"
5985,"[1705, 1704, 1753, 1026, 928]"
5986,"[1705, 1704, 1029, 1041, 1304]"
5987,"[251, 965, 914, 985, 960]"
5988,"[1190, 1705, 1704, 395, 1179]"
5989,"[1704, 1705, 1795, 352, 875]"
5990,"[1705, 1704, 1028, 375, 441]"
5991,"[1136, 327, 1037, 1131, 1651]"
5992,"[1705, 1704, 1753, 979, 163]"
5993,"[1014, 175, 1929, 1592, 938]"
5994,"[1028, 377, 313, 334, 1925]"
5995,"[1705, 1704, 1014, 979, 361]"
5996,"[1705, 1704, 1753, 1054, 1053]"
5997,"[1753, 1029, 1040, 165, 163]"
5998,"[1705, 1704, 1014, 1753, 1026]"
5999,"[1015, 102, 1184, 1063, 1567]"
6000,"[1705, 1704, 1753, 979, 724]"
6001,"[165, 938, 1026, 937, 1001]"
6002,"[1705, 1704, 1753, 1822, 1014]"
6003,"[313, 220, 11, 277, 314]"
6004,"[1705, 1704, 1753, 1053, 1026]"
6005,"[1705, 1704, 361, 1014, 1026]"
6006,"[1705, 1704, 1753, 349, 721]"
6007,"[1753, 1037, 1549, 259, 1043]"
6008,"[1705, 1704, 1014, 1270, 1672]"
6009,"[1705, 1704, 1753, 979, 163]"
6010,"[1029, 1753, 163, 165, 1030]"
6011,"[1705, 1704, 1137, 108, 1915]"
6012,"[1030, 738, 728, 1049, 211]"
6013,"[223, 251, 248, 998, 985]"
6014,"[1029, 1753, 1034, 1041, 1025]"
6015,"[1750, 1704, 1705, 1659, 411]"
6016,"[222, 1049, 1672, 737, 1055]"
6017,"[1055, 1205, 211, 1048, 939]"
6018,"[1055, 1039, 211, 359, 213]"
6019,"[1704, 1705, 1488, 441, 1755]"
6020,"[1049, 222, 1055, 1054, 980]"
6021,"[1753, 1029, 165, 928, 1705]"
6022,"[1704, 1705, 409, 878, 922]"
6023,"[222, 1055, 271, 1047, 728]"
6024,"[165, 1049, 1029, 1034, 163]"
6025,"[1205, 153, 1049, 939, 139]"
6026,"[251, 1686, 1248, 985, 960]"
6027,"[1705, 1704, 979, 211, 985]"
6028,"[222, 979, 1648, 980, 213]"
6029,"[163, 1753, 165, 937, 159]"
6030,"[222, 1682, 999, 1633, 255]"
6031,"[1055, 1049, 1052, 255, 1046]"
6032,"[1753, 1029, 1041, 165, 1049]"
6033,"[1153, 224, 1049, 995, 222]"
6034,"[1753, 928, 163, 165, 161]"
6035,"[1049, 1055, 222, 980, 219]"
6036,"[1047, 222, 1049, 1085, 995]"
6037,"[1040, 1049, 1029, 1034, 163]"
6038,"[727, 250, 209, 1008, 734]"
6039,"[1753, 928, 165, 925, 923]"
6040,"[1049, 1026, 979, 212, 1037]"
6041,"[979, 211, 985, 984, 983]"
6042,"[1753, 928, 925, 923, 161]"
6043,"[1753, 1053, 1776, 1757, 1041]"
6044,"[1791, 1792, 1790, 1789, 1788]"
6045,"[1049, 1037, 1030, 1917, 1026]"
6046,"[251, 734, 957, 197, 960]"
6047,"[939, 1048, 925, 923, 161]"
6048,"[1753, 928, 165, 1029, 163]"
6049,"[255, 223, 221, 222, 995]"
6050,"[1049, 211, 255, 980, 213]"
6051,"[224, 259, 223, 271, 1650]"
6052,"[222, 1049, 1048, 1749, 923]"
6053,"[1049, 1045, 1047, 1917, 1030]"
6054,"[1753, 1029, 985, 984, 983]"
6055,"[1049, 1045, 222, 1047, 1030]"
6056,"[1026, 1049, 1037, 410, 1202]"
6057,"[979, 211, 1049, 985, 984]"
6058,"[1049, 219, 1037, 985, 984]"
6059,"[1705, 1297, 1748, 1704, 562]"
6060,"[1776, 1757, 1705, 1704, 1049]"
6061,"[1704, 1705, 1026, 1052, 1042]"
6062,"[1053, 1753, 728, 1052, 1704]"
6063,"[1053, 1753, 1077, 213, 982]"
6064,"[1705, 1704, 1915, 1776, 1757]"
6065,"[1753, 1053, 1077, 213, 1776]"
6066,"[1705, 1029, 1704, 1026, 1753]"
6067,"[1753, 1705, 1704, 1795, 1026]"
6068,"[1753, 1915, 1704, 1054, 1053]"
6069,"[1704, 1753, 1915, 1705, 1029]"
6070,"[1705, 1704, 1037, 1030, 1049]"
6071,"[1026, 1049, 719, 737, 1053]"
6072,"[1753, 1053, 728, 1705, 1704]"
6073,"[213, 211, 410, 985, 984]"
6074,"[1026, 1052, 1053, 1704, 728]"
6075,"[1753, 213, 211, 1649, 1776]"
6076,"[1029, 1753, 1705, 1704, 1026]"
6077,"[937, 159, 165, 1025, 935]"
6078,"[1753, 1026, 925, 1029, 1672]"
6079,"[1704, 1705, 1026, 1052, 1042]"
6080,"[1030, 1026, 1049, 1029, 1052]"
6081,"[1753, 1026, 1029, 1025, 937]"
6082,"[1753, 213, 1053, 982, 985]"
6083,"[1054, 1705, 1704, 1030, 1052]"
6084,"[1704, 1705, 1154, 1753, 1026]"
6085,"[481, 1776, 1757, 1753, 1488]"
6086,"[1704, 1026, 1705, 1042, 1029]"
6087,"[1753, 1026, 1029, 1025, 937]"
6088,"[1070, 467, 454, 1309, 925]"
6089,"[175, 1753, 1040, 1672, 137]"
6090,"[291, 673, 454, 258, 1070]"
6091,"[1722, 693, 1068, 692, 1125]"
6092,"[1029, 163, 1037, 1026, 1049]"
6093,"[277, 272, 279, 1705, 1704]"
6094,"[1721, 1713, 165, 789, 1567]"
6095,"[1066, 1037, 1029, 1043, 1705]"
6096,"[377, 346, 1130, 108, 1135]"
6097,"[175, 1822, 1202, 410, 1133]"
6098,"[1704, 1066, 1037, 1043, 1916]"
6099,"[1705, 1704, 1068, 1916, 395]"
6100,"[1705, 1704, 1066, 362, 79]"
6101,"[1705, 1704, 1066, 1916, 1068]"
6102,"[1147, 1704, 1705, 1064, 277]"
6103,"[277, 279, 275, 272, 281]"
6104,"[1704, 1705, 1064, 1030, 1926]"
6105,"[165, 175, 1916, 1672, 1202]"
6106,"[1037, 1043, 1040, 1029, 1049]"
6107,"[341, 289, 343, 1125, 1902]"
6108,"[1137, 773, 1133, 673, 610]"
6109,"[1822, 1049, 1815, 153, 1050]"
6110,"[454, 455, 97, 96, 461]"
6111,"[1704, 1705, 1753, 442, 290]"
6112,"[1705, 1704, 618, 1758, 1762]"
6113,"[258, 175, 1029, 324, 706]"
6114,"[272, 277, 279, 274, 638]"
6115,"[395, 377, 361, 108, 333]"
6116,"[868, 1748, 1066, 1071, 1131]"
6117,"[1705, 1704, 362, 1753, 1185]"
6118,"[79, 699, 324, 1205, 271]"
6119,"[1190, 688, 1705, 1704, 1127]"
6120,"[11, 313, 1015, 1705, 1704]"
6121,"[220, 440, 1058, 285, 356]"
6122,"[165, 89, 159, 164, 1752]"
6123,"[1704, 454, 455, 102, 1705]"
6124,"[836, 1116, 277, 220, 1513]"
6125,"[1704, 258, 673, 1705, 324]"
6126,"[440, 836, 81, 583, 344]"
6127,"[320, 1127, 1129, 1123, 108]"
6128,"[272, 275, 277, 274, 710]"
6129,"[1705, 1704, 818, 836, 583]"
6130,"[1704, 1705, 1301, 1300, 1299]"
6131,"[175, 1924, 1672, 164, 1916]"
6132,"[818, 277, 1116, 312, 1057]"
6133,"[60, 98, 175, 1746, 97]"
6134,"[801, 24, 277, 279, 47]"
6135,"[1705, 1704, 1915, 1133, 1125]"
6136,"[1705, 818, 1704, 1064, 922]"
6137,"[461, 1015, 465, 1306, 1704]"
6138,"[1570, 1015, 1705, 1704, 1895]"
